sex,marstat,ehg3_01,mar_110,prv,famincg2,gender,marital,edu,employment,province,income
1,6,2,1,48,4,male,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
1,1,4,1,10,5,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
1,6,7,1,48,4,male,"Single, never married","University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
1,6,2,2,10,4,male,"Single, never married",High school diploma or high school equivalency certificate,Looking for paid work,Newfoundland and Labroador,"Middle family Income: $60,000 - $10,000"
1,2,2,1,35,3,male,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,4,1,1,47,3,male,Separated,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
1,1,2,1,35,3,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,3,2,1,24,3,female,Widowed,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,6,1,3,13,4,female,"Single, never married",Less than high school diploma or its equivalent,Going to school,New Brunswick,"Middle family Income: $60,000 - $10,000"
1,1,6,1,11,3,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Prince Edward Island,"Low family Income: below $60,000"
1,1,3,6,59,3,male,Married,Trade certificate or diploma,Retired,British Columbia,"Low family Income: below $60,000"
1,1,2,6,47,3,male,Married,High school diploma or high school equivalency certificate,Retired,Saskatchewan,"Low family Income: below $60,000"
2,1,3,6,59,2,female,Married,Trade certificate or diploma,Retired,British Columbia,"Low family Income: below $60,000"
1,1,6,1,48,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
2,6,4,1,12,2,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Nova Scotia,"Low family Income: below $60,000"
2,5,3,1,13,6,female,Divorced,Trade certificate or diploma,Working at a paid job or self-employed,New Brunswick,"High family Income: above $10,000"
1,1,3,1,24,3,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,5,7,6,24,2,female,Divorced,"University certificate, diploma or degree above the bach. . .",Retired,Quebec,"Low family Income: below $60,000"
2,6,2,3,35,1,female,"Single, never married",High school diploma or high school equivalency certificate,Going to school,Ontario,"Low family Income: below $60,000"
1,1,7,1,35,1,male,Married,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,2,1,6,35,1,female,Living common-law,Less than high school diploma or its equivalent,Retired,Ontario,"Low family Income: below $60,000"
2,3,1,1,35,2,female,Widowed,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,2,5,1,10,6,male,Living common-law,University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,6,6,1,10,2,female,"Single, never married","Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Newfoundland and Labroador,"Low family Income: below $60,000"
2,6,2,1,24,6,female,"Single, never married",High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
1,2,2,1,24,5,male,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Quebec,"High family Income: above $10,000"
1,1,7,4,59,4,male,Married,"University certificate, diploma or degree above the bach. . .",Household work,British Columbia,"Middle family Income: $60,000 - $10,000"
2,1,4,4,59,2,female,Married,"College, CEGEP or other non-university certificate or di. . .",Household work,British Columbia,"Low family Income: below $60,000"
1,6,4,1,24,1,male,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,3,1,6,35,1,female,Widowed,Less than high school diploma or its equivalent,Retired,Ontario,"Low family Income: below $60,000"
1,6,1,6,12,1,male,"Single, never married",Less than high school diploma or its equivalent,Retired,Nova Scotia,"Low family Income: below $60,000"
2,2,6,1,35,6,female,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
2,4,2,6,10,1,female,Separated,High school diploma or high school equivalency certificate,Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
1,1,3,6,35,6,male,Married,Trade certificate or diploma,Retired,Ontario,"High family Income: above $10,000"
1,1,6,6,46,2,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Retired,Manitoba,"Low family Income: below $60,000"
1,5,3,1,12,1,male,Divorced,Trade certificate or diploma,Working at a paid job or self-employed,Nova Scotia,"Low family Income: below $60,000"
2,6,4,2,35,6,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Looking for paid work,Ontario,"High family Income: above $10,000"
2,3,1,6,48,1,female,Widowed,Less than high school diploma or its equivalent,Retired,Alberta,"Low family Income: below $60,000"
2,1,2,1,47,6,female,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Saskatchewan,"High family Income: above $10,000"
1,1,4,1,46,6,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Manitoba,"High family Income: above $10,000"
1,1,2,1,48,4,male,Married,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
1,1,4,1,48,5,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Alberta,"High family Income: above $10,000"
1,1,4,6,10,2,male,Married,"College, CEGEP or other non-university certificate or di. . .",Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
2,1,1,1,12,5,female,Married,Less than high school diploma or its equivalent,Working at a paid job or self-employed,Nova Scotia,"High family Income: above $10,000"
1,1,4,1,10,6,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,6,4,3,48,2,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Going to school,Alberta,"Low family Income: below $60,000"
2,2,6,1,13,1,female,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
2,1,4,1,10,6,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,1,2,6,59,6,female,Married,High school diploma or high school equivalency certificate,Retired,British Columbia,"High family Income: above $10,000"
1,1,3,1,13,4,male,Married,Trade certificate or diploma,Working at a paid job or self-employed,New Brunswick,"Middle family Income: $60,000 - $10,000"
1,4,7,1,46,6,male,Separated,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Manitoba,"High family Income: above $10,000"
1,1,6,1,59,6,male,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,5,2,1,59,5,female,Divorced,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
2,1,6,1,35,6,female,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Ontario,"High family Income: above $10,000"
1,6,1,1,48,4,male,"Single, never married",Less than high school diploma or its equivalent,Working at a paid job or self-employed,Alberta,"Middle family Income: $60,000 - $10,000"
1,5,1,6,47,1,male,Divorced,Less than high school diploma or its equivalent,Retired,Saskatchewan,"Low family Income: below $60,000"
2,5,2,1,35,1,female,Divorced,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
2,6,1,3,24,4,female,"Single, never married",Less than high school diploma or its equivalent,Going to school,Quebec,"Middle family Income: $60,000 - $10,000"
1,2,2,1,59,6,male,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,British Columbia,"High family Income: above $10,000"
1,5,7,1,35,3,male,Divorced,"University certificate, diploma or degree above the bach. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,6,5,1,35,4,male,"Single, never married",University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
1,2,4,1,35,3,male,Living common-law,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Low family Income: below $60,000"
1,1,4,1,35,4,male,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Ontario,"Middle family Income: $60,000 - $10,000"
2,1,4,1,10,6,female,Married,"College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Newfoundland and Labroador,"High family Income: above $10,000"
2,6,5,1,24,3,female,"Single, never married",University certificate or diploma below the bachelor’s level,Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
2,6,4,1,24,3,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,Quebec,"Low family Income: below $60,000"
1,4,6,1,47,2,male,Separated,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Working at a paid job or self-employed,Saskatchewan,"Low family Income: below $60,000"
2,1,4,6,10,3,female,Married,"College, CEGEP or other non-university certificate or di. . .",Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
2,6,4,1,13,2,female,"Single, never married","College, CEGEP or other non-university certificate or di. . .",Working at a paid job or self-employed,New Brunswick,"Low family Income: below $60,000"
1,3,1,6,24,3,male,Widowed,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
1,1,1,6,24,3,male,Married,Less than high school diploma or its equivalent,Retired,Quebec,"Low family Income: below $60,000"
2,2,2,1,12,3,female,Living common-law,High school diploma or high school equivalency certificate,Working at a paid job or self-employed,Nova Scotia,"Low family Income: below $60,000"
1,1,3,6,10,3,male,Married,Trade certificate or diploma,Retired,Newfoundland and Labroador,"Low family Income: below $60,000"
1,2,3,1,47,4,male,Living common-law,Trade certificate or diploma,Working at a paid job or self-employed,Saskatchewan,"Middle family Income: $60,000 - $10,000"
